2.086806	26	-1.966579	0.611607	1.475198	0.928571428571429	2.16666666666667	2.83157894736842	1.35	0.785714285714286	1.91666666666667	2.2	1.5625	1	2.68333333333333	1.83333333333333	2.08333333333333	2.225	2.4	1.75
0.211806	3	-1.303883	1.788194	-1.576389	0.571428571428571	0	0.289473684210526	0	0	0.5	0.65	0.5	0.5	0.15	0	0	0.15	0.15	0
1.080357	12	-1.630105	2.856151	-1.775794	1.46428571428571	1.6969696969697	0.389473684210526	1.03333333333333	0.678571428571429	1.91666666666667	1.2	1.234375	1.21875	1.15	1.58333333333333	1.33333333333333	0.85	0.55	1
2.476687	9	0.806786	4.221726	-1.745040	0	0.409090909090909	0.568421052631579	0.591666666666667	1.67857142857143	3.75	3.9	3.8125	3.375	3.65	0.5	1.625	3.7125	3.275	1.65625
1.266865	21	-2.210325	2.034722	-0.767857	0.25	1.01515151515152	2.1	0.966666666666667	0.535714285714286	0.708333333333333	1.275	0.625	0.5	1.7	1.05208333333333	0.958333333333333	1.5875	1.525	0.875
0.766369	8	-1.427080	1.360615	-0.594246	0.5	0	0.815789473684211	0.466666666666667	0.571428571428571	1.25	1.275	1.5	1.75	0.45	0.25	0.5	0.7	0.95	0.75
1.841270	13	-0.951069	6.349206	-4.507937	0	0.166666666666667	1.19473684210526	0.791666666666667	0.25	4.08333333333333	5.25	4.4375	4.125	1.53333333333333	0.520833333333333	0.208333333333333	1.55	1.575	0.5625
1.832837	22	-1.884975	0.167163	1.665675	0.928571428571429	1.56060606060606	2	1.91666666666667	0	1.41666666666667	1.55	1.53125	1.5	2	2.04166666666667	1.75	1.975	2.1	2.125
1.156746	18	-2.109373	0.049603	1.107143	0	0.636363636363636	0.589473684210526	1.525	2.39285714285714	0.333333333333333	0.3	0.8125	1.875	0.633333333333333	1.14583333333333	2.20833333333333	1.1	2.15	2.6875
0.642857	7	-1.429130	0.055556	0.587302	0	0.166666666666667	0.857894736842105	0.358333333333333	0.25	0.0833333333333333	0.55	0.1875	0.875	0.633333333333333	0.270833333333333	0.958333333333333	0.7375	1.425	1.0625
0.770337	7	-1.211621	2.055060	-1.284722	0.785714285714286	0	1.00526315789474	0.233333333333333	0.857142857142857	0.75	1.5	0.71875	1.25	0.75	0.125	0.5	0.875	1.2	0.625
2.357143	24	-1.682782	3.484127	-1.126984	2.42857142857143	0.863636363636364	2.89473684210526	2.175	0	2.5	3.1	2.8125	2.75	1.96666666666667	1.64583333333333	1.75	2.6875	2.8	2.1875
0.789683	14	-2.138262	1.876984	-1.087302	1.28571428571429	1.06060606060606	0.2	0.95	0.5	1.41666666666667	0.85	1.25	1	0.766666666666667	1.08333333333333	0.916666666666667	0.6	0.35	0.75
1.738591	11	-0.705499	1.086806	0.651786	0.5	1.87878787878788	1.58421052631579	1.28333333333333	1.78571428571429	2.75	1.3	1.5	2.25	2.28333333333333	1.8125	1.89583333333333	1.4625	1.95	1.53125
